artistName,kind,primaryGenreName,trackName
Kid Rock,song,Hard Rock,"Detroit, Michigan"
The Head and the Heart,song,Alternative,Shake
Keith Sweat,song,R&B/Soul,Nobody (feat. Athena Çage)
Elvis Presley,song,Rock,Mystery Train
DJ Snake,song,Dance,Bird Machine (feat. Alesia)
Adam Pascal & Rosario Dawson,song,Soundtrack,I Should Tell You
Trans-Siberian Orchestra,song,Holiday,The Silent Nutcracker (Instrumental)
Lee Brice,song,Country,Seven Days a Thousand Times
Sara Bareilles,song,Pop,(Sittin' On) The Dock of the Bay
The Game & Skrillex,song,Hip-Hop/Rap,El Chapo
Elvis Presley,song,Rock,Trouble
Alan Jackson,song,Country,Summertime Blues
"Jesse L. Martin, Wilson Jermaine Heredia & Anthony Rapp",song,Soundtrack,Today 4 U
Alicia Keys,song,R&B/Soul,Diary (feat. Jermaine Paul & Tony! Toni! Toné!)
Chris Stapleton,song,Country,Fire Away
Artists for Haiti,song,Pop,We Are the World 25 for Haiti
Chris Stapleton,song,Country,Watch You Burn
DJ Khaled,song,Hip-Hop/Rap,"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)"
"Mike Faist, Ben Platt, Kristolyn Lloyd, Will Roland, Jennifer Laura Thompson & Original Broadway Cast of Dear Evan Hansen",song,Soundtrack,Disappear
Taylor Swift,song,Pop,Better Man (Taylor's Version) [From The Vault]
Quiet Riot,song,Hard Rock,Metal Health (Bang Your Head)
Shakira,song,Pop,Did It Again
ODESZA,song,Electronic,It’s Only (feat. Zyra)
Cowboy Junkies,song,Rock,Sweet Jane
Chris Stapleton,song,Country,When I'm with You
Post Malone & Swae Lee,song,Hip-Hop/Rap,Sunflower
Wiz Khalifa,song,Hip-Hop/Rap,True Colors (feat. Nicki Minaj)
The Goo Goo Dolls,song,Rock,Big Machine
Paul Simon,song,Pop,Mother and Child Reunion
Alice In Chains,song,Hard Rock,Heaven Beside You
Trans-Siberian Orchestra,song,Holiday,Old City Bar
HAIM,song,Alternative,My Song 5
Green Day,song,Alternative,Before the Lobotomy
Kenny Chesney,song,Country,The Tin Man (New Version)
Brooks & Dunn,song,Country,Lost and Found
Audioslave,song,Hard Rock,What You Are
The Beach Boys,song,Rock,Little Deuce Coupe
B.o.B,song,Hip-Hop/Rap,Circles
LINKIN PARK,song,Hard Rock,Nobody's Listening
Galantis,song,Dance,Peanut Butter Jelly
Post Malone,song,Hip-Hop/Rap,Hollywood's Bleeding
3OH!3,song,Pop,We Are Young
Modest Mouse,song,Alternative,Invisible
Green Day,song,Alternative,Murder City
Elle King,song,Alternative,Jackson
Hugh Grant,song,Soundtrack,Love Autopsy
Bob Dylan,song,Rock,Knockin' On Heaven's Door
Elvis Presley,song,Rock,Don't Cry Daddy
Trans-Siberian Orchestra,song,Holiday,An Angel Came Down
Jennifer Hudson,song,R&B/Soul,If This Isn't Love
Bring Me The Horizon,song,Hard Rock,Drown
Fetty Wap,song,Hip-Hop/Rap,Whateva (feat. Monty)
Backstreet Boys,song,Pop,Incomplete
Toto,song,Rock,Hold the Line
Florida Georgia Line,song,Country,Talk You Out of It
Boston,song,Rock,More Than a Feeling
Kenny Chesney,song,Country,If This Bus Could Talk
Quiet Riot,song,Hard Rock,Cum On Feel the Noize
Kid Rock,song,Hard Rock,Wasting Time
The Doors,song,Rock,Touch Me
Cole Swindell,song,Country,Broke Down
Casey Donahew Band,song,Country,Double-Wide Dream
Tenth Avenue North,song,Christian,Times
Cross Canadian Ragweed,song,Rock,Boys from Oklahoma
YoungBloodZ,song,Soundtrack,I'mma Shine
Lupe Fiasco,song,Hip-Hop/Rap,Beautiful Lasers (2 Ways) [feat. MDMA]
Camila,song,Pop Latino,Mientes
Taylor Swift,song,Alternative,"no body, no crime (feat. HAIM)"
Bethel Music & Kristene DiMarco,song,Christian,Take Courage
Dave Matthews & Tim Reynolds,song,Rock,Sister
Slipknot,song,Metal,Sarcastrophe
Nickelback,song,Rock,Kiss It Goodbye
Huey Lewis & The News & Gwyneth Paltrow,song,Rock,Cruisin' (Single Edit)
NEEDTOBREATHE,song,Rock,TESTIFY
Fall Out Boy,song,Alternative,Saturday
Waylon Jennings,song,Country,Only Daddy That'll Walk the Line
"Adam Pascal, Anthony Rapp & Taye Diggs",song,Soundtrack,You'll See
Lindsey Stirling,song,Electronic,Swag
System Of A Down,song,Hard Rock,Radio/Video
New Boyz,song,Hip-Hop/Rap,Fm$
PnB Rock,song,Hip-Hop/Rap,Selfish
Heart,song,Hard Rock,All I Wanna Do Is Make Love to You
Rick Derringer,song,Rock,"Rock and Roll, Hoochie Koo"
G-Eazy,song,Hip-Hop/Rap,Marilyn (feat. Dominique Lejeune)
The Beach Boys,song,Pop,I Can Hear Music
Meghan Trainor,song,Pop,Dance Like Yo Daddy
Shenandoah,song,Country,Two Dozen Roses
Daughtry,song,Rock,Supernatural
Taylor Swift,song,Country,Fifteen (Taylor’s Version)
Alan Jackson,song,Country,I'd Love You All Over Again
Eminem,song,Hip-Hop/Rap,"You Gon' Learn (feat. Royce da 5'9"" & White Gold)"
Jason Aldean,song,Country,Dirt Road Anthem
Taylor Swift,song,Alternative,evermore (feat. Bon Iver)
Cassie,song,R&B/Soul,Official Girl (feat. Lil Wayne)
Bruce Springsteen,song,Rock,Tunnel of Love
twenty one pilots,song,Alternative,The Hype
Chic,song,R&B/Soul,Le Freak
Robin S.,song,Pop,Show Me Love
Kelly Clarkson,song,Pop,Mr. Know It All
MGMT,song,Alternative,Electric Feel
Tamar Braxton,song,R&B/Soul,Hot Sugar
Jason Mraz,song,Pop,You Fckn Did It (Live) [Bonus Track]
ZAYN,song,Pop,wRoNg (feat. Kehlani)
Christina Perri,song,Pop,I Believe
The xx,song,Alternative,Chained
Macklemore,song,Hip-Hop/Rap,Glorious (feat. Skylar Grey)
Bullet for My Valentine,song,Metal,Fever
Regina Spektor,song,Alternative,Laughing With
Pentatonix,song,Pop,If I Ever Fall In Love (feat. Jason Derulo)
Eminem,song,Hip-Hop/Rap,Unaccommodating (feat. Young M.A)
Kelly Clarkson,song,Country,Tie It Up
The Flamingos,song,Pop,I Only Have Eyes for You
America,song,Rock,I Need You
Aaliyah,song,R&B/Soul,At Your Best (You Are Love)
Chris Lane,song,Country,I Don't Know About You
Charlie Puth,song,Pop,Dangerously
Alice In Chains,song,Hard Rock,Heaven Beside You
SHAED,song,Alternative,Trampoline
Modest Mouse,song,Alternative,Steam Engenius
Elvis Presley & The Jordanaires,song,Rock,Don't
Taylor Swift,song,Country,White Horse (Taylor’s Version)
Red Hot Chili Peppers,song,Alternative,Go Robot
Aventura,song,Música tropical,Obsesión
Seals & Crofts,song,Pop,Summer Breeze
Romeo Santos,song,Música tropical,Llévame Contigo
Kevin Gates,song,Hip-Hop/Rap,Kno One
Becky G,song,Soundtrack,"Problem (From ""Hotel Transylvania"") [The Monster Remix] (feat. will.i.am.)"
Jake Owen,song,Country,The Journey of Your Life
Toby Keith,song,Country,Made In America
Big & Rich,song,Country,Rollin' (The Ballad of Big & Rich)
Romeo Santos,song,Música tropical,Yo También (feat. Marc Anthony)
"Hank Williams, Jr.",song,Country,The American Dream
Pentatonix,song,Christmas: Pop,It's the Most Wonderful Time of the Year
Pentatonix,song,Christmas: Pop,Sleigh Ride
The Beach Boys,song,Rock,Surfin' Safari
Pentatonix,song,Christmas: Pop,Have Yourself a Merry Little Christmas
JJ Heller,song,Singer/Songwriter,What Love Really Means
Kenny Chesney,song,Country,Sing 'Em Good My Friend
Pentatonix,song,Christmas: Pop,Silent Night
J. Cole,song,Hip-Hop/Rap,ATM
Ice Cube,song,Hip-Hop/Rap,Check Yo Self (feat. Das EFX)
Miranda Lambert,song,Country,Bad Boy
"E-40, Lil Jon, Sean Paul & YoungBloodZ",song,Hip-Hop/Rap,Snap Yo Fingers
Old Dominion,song,Country,Wrong Turns
Bethel Music & Brian Johnson,song,Christian,Greatness of Your Glory
Kid Ink,song,Hip-Hop/Rap,No Miracles (feat. Elle Varner & Machine Gun Kelly)
Enur,song,Dance,Calabria 2007 (Radio Edit)
Metallica,song,Metal,Spit Out the Bone
Chris Stapleton,song,Country,Hillbilly Blood
Miranda Lambert,song,Country,Use My Heart
Harry Styles,song,Pop,Music For a Sushi Restaurant
Lauren Daigle,song,Christian,Love Like This
Jessica Simpson,song,Pop,With You
R. Kelly,song,R&B/Soul,When a Woman Loves
Barbra Streisand,song,Pop,I Finally Found Someone (feat. Bryan Adams)
Daryl Hall & John Oates,song,Pop,Rich Girl
Stone Sour,song,Hard Rock,Absolute Zero
Glee Cast,song,Pop,Fat Bottomed Girls (Glee Cast Version)
Power Music Workout,song,Fitness & Workout,Animals
Audioslave,song,Hard Rock,Set It Off
Hans Zimmer,song,Soundtrack,Waiting for a Train
Tracy Lawrence,song,Country,Texas Tornado
Khalid,song,R&B/Soul,Shot Down
Eminem,song,Hip-Hop/Rap,Lock It Up (feat. Anderson .Paak)
Taylor Swift,song,Pop,I Bet You Think About Me (Taylor's Version) [From The Vault] [feat. Chris Stapleton]
Luke Combs,song,Country,One Number Away
America,song,Rock,Sister Golden Hair
Pentatonix,song,Pop,Na Na Na
Matisyahu,song,Pop,Sunshine
Jake Owen,song,Country,Settin' the World On Fire
Damien Rice,song,Singer/Songwriter,Older Chests
Ginuwine,song,R&B/Soul,In Those Jeans
"Jesse L. Martin, Tracie Thoms & Rent",song,Soundtrack,I'll Cover You (Reprise)
Lauren Daigle,song,Christian,Love Like This
Jessica Simpson,song,Pop,With You
R. Kelly,song,R&B/Soul,When a Woman Loves
Barbra Streisand,song,Pop,I Finally Found Someone (feat. Bryan Adams)
Daryl Hall & John Oates,song,Pop,Rich Girl
Stone Sour,song,Hard Rock,Absolute Zero
Glee Cast,song,Pop,Fat Bottomed Girls (Glee Cast Version)
Power Music Workout,song,Fitness & Workout,Animals
Audioslave,song,Hard Rock,Set It Off
Hans Zimmer,song,Soundtrack,Waiting for a Train
Tracy Lawrence,song,Country,Texas Tornado
Khalid,song,R&B/Soul,Shot Down
Eminem,song,Hip-Hop/Rap,Lock It Up (feat. Anderson .Paak)
Taylor Swift,song,Pop,I Bet You Think About Me (Taylor's Version) [From The Vault] [feat. Chris Stapleton]
Luke Combs,song,Country,One Number Away
America,song,Rock,Sister Golden Hair
Pentatonix,song,Pop,Na Na Na
Matisyahu,song,Pop,Sunshine
Jake Owen,song,Country,Settin' the World On Fire
Damien Rice,song,Singer/Songwriter,Older Chests
Ginuwine,song,R&B/Soul,In Those Jeans
"Jesse L. Martin, Tracie Thoms & Rent",song,Soundtrack,I'll Cover You (Reprise)
The Head and the Heart,song,Alternative,Let's Be Still
David Cook,song,Pop,I Did It for You
Elvis Presley,song,Rock,Too Much
Jagged Edge,song,R&B/Soul,Promise
Eric Church,song,Country,I'm Gettin' Stoned
Bethel Music & Josh Baldwin,song,Christian,Praises (Be Lifted Up)
LeAnn Rimes,song,Country,One Way Ticket (Because I Can)
alt-J,song,Alternative,"Bloodflood, Pt. II"
Little Big Town,song,Country,"Wine, Beer, Whiskey"
Shinedown,song,Rock,Black Cadillac
Pentatonix,song,Pop,On My Way Home
The Dave Clark Five,song,Rock,Because
The Psychedelic Furs,song,Alternative,Pretty In Pink
Mike Jones,song,Hip-Hop/Rap,Flossin' (feat. Big Moe)
Shinedown,song,Hard Rock,Asking for It
College,song,Dance,A Real Hero (feat. Electric Youth)
Barbra Streisand,song,Pop,It Had to Be You (with Michael Bublé)
Scandal,song,Pop/Rock,The Warrior
Skillet,song,Hard Rock,Back from the Dead
Bethel Music & Amanda Cook,song,Christian,You Make Me Brave (Studio Version)
After the Fire,song,Pop,Der Kommissar
Elvis Presley,song,Rock,Way Down
REO Speedwagon,song,Rock,Time for Me to Fly
Green Day,song,Alternative,"A Quick One, While He's Away (Bonus Track)"
Eminem,song,Hip-Hop/Rap,Marsh
Beyoncé,song,Pop,BREAK MY SOUL
Selena Gomez,song,Pop,Lose You To Love Me
Machine Gun Kelly & blackbear,song,Alternative,my ex's best friend
Haley Bennett,song,Soundtrack,Buddha's Delight
Michael Jackson,song,Pop,She's Out of My Life
Hugh Grant,song,Soundtrack,Meaningless Kiss
Haley Bennett,song,Soundtrack,Entering Bootytown
Hard-FI,song,Soundtrack,Like a Drug (Bonus Track)
Blake Shelton,song,Country,Just Gettin' Started
Post Malone,song,Hip-Hop/Rap,Goodbyes (feat. Young Thug)
Haley Bennett,song,Soundtrack,Slam
John Mayer,song,Rock,My Stupid Mouth
In This Moment,song,Metal,Sex Metal Barbie
Alan Jackson,song,Country,Between the Devil and Me
Jason Derulo,song,Pop,Breathing
Martina McBride,song,Country,My Baby Loves Me
The Romantics,song,Pop,What I Like About You
Djay,song,R&B/Soul,Whoop That Trick
Taylor Swift,song,Country,The Way I Loved You (Taylor’s Version)
Anita Baker,song,R&B/Soul,Giving You the Best That I Got (Single Version)
LINKIN PARK,song,Hard Rock,Easier to Run
Shakira,song,Latin,Illegal (feat. Carlos Santana)
The Glitch Mob,song,Electronic,A Dream Within a Dream
Kane Brown,song,Country,Last Minute Late Night
Damien Rice,song,Singer/Songwriter,Volcano
Led Zeppelin,song,Rock,The Ocean
Kenny Chesney,song,Country,All I Need to Know
Trans-Siberian Orchestra,song,Holiday,The Prince of Peace
Genesis,song,Rock,Follow You Follow Me
Electric Light Orchestra,song,Rock,Hold On Tight
Miranda Lambert,song,Country,Tomboy
Stone Sour,song,Hard Rock,Hesitate
Fleetwood Mac,song,Rock,Landslide
Mariah Carey,song,Pop,Make It Happen
Eminem,song,Hip-Hop/Rap,No Regrets (feat. Don Toliver)
The Hues Corporation,song,Soundtrack,Rock the Boat
Elvis Presley,song,Rock,Hard Headed Woman
The National,song,Alternative,Slow Show
Bob Dylan,song,Rock,Positively 4th Street
Miranda Lambert,song,Country,Ugly Lights
Miranda Lambert,song,Country,Getaway Driver
Jason Derulo,song,Pop,Fight for You
Bright Eyes,song,Alternative,Lover I Don't Have to Love
Glee Cast,song,Pop,Somebody to Love (Glee Cast Version) [Cover of Justin Bieber Song]
Justin Bieber,song,Pop,Holy (feat. Chance the Rapper)
Alan Jackson,song,Country,Country Boy
Hootie & The Blowfish,song,Pop,Use Me
Elvis Presley,song,Rock,Surrender
Hunter Hayes,song,Country,Storyline
Lukas Graham,song,Pop,Love Someone
Kenny Chesney,song,Country,Baptism (with Randy Travis)
Rachel Bay Jones,song,Soundtrack,So Big / So Small
Ben Platt & Original Broadway Cast of Dear Evan Hansen,song,Soundtrack,Finale
The Four Seasons,song,Soundtrack,Walk Like a Man
"Tyler, The Creator",song,Rap,Colossus
Billy Joel,song,Rock,Just the Way You Are
Wiz Khalifa,song,Hip-Hop/Rap,Hope (feat. Ty Dolla $ign)
The National,song,Alternative,Demons
Justin Bieber,song,Pop,Ghost
Stone Temple Pilots,song,Rock,All in the Suit That You Wear (Album Version)
Three Days Grace,song,Hard Rock,Let It Die
Elvis Presley,song,Rock,She's Not You
Alan Jackson,song,Country,Good Time
Jamey Johnson,song,Country,Lead Me Home
Cody Simpson,song,Pop,On My Mind
Lee Brice,song,Country,One More Day
Elvis Presley,song,Rock,(Now and Then There's) A Fool Such As I
Taylor Swift,song,Country,Today Was A Fairytale (Taylor’s Version)
Alan Jackson,song,Country,Someday
AWOLNATION,song,Alternative,Run
"Tyler, The Creator",song,Hip-Hop/Rap,Goblin
Morgan Wallen,song,Country,The Way I Talk
You+Me,song,Pop,You and Me
Selena,song,Pop Latino,Bidi Bidi Bom Bom
Shakira,song,Pop Latino,Me Enamoré
Jake Paul,song,Pop,It's Everyday Bro (feat. Team 10)
Stevie Ray Vaughan & Double Trouble,song,Rock,The Sky Is Crying
Muse,song,Alternative,Panic Station
Metro Station,song,Alternative,Wish We Were Older
Morgan Wallen,song,Country,You Proof
Israel Kamakawiwo'ole,song,Worldwide,Take Me Home Country Road
Mark Ronson,song,Pop,Nothing Breaks Like a Heart (feat. Miley Cyrus)
Wale,song,Hip-Hop/Rap,Slight Work (feat. Big Sean)
Beyoncé,song,Soundtrack,All I Could Do Was Cry
Leon Bridges,song,R&B/Soul,Better Man
Bruce Springsteen,song,Rock,Born to Run
Idina Menzel,song,Soundtrack,Over the Moon
Charlie Wilson,song,R&B/Soul,There Goes My Baby
Brett Young,song,Country,Here Tonight
Miranda Lambert,song,Country,I've Got Wheels
Lenny Kravitz,song,Rock,Are You Gonna Go My Way
Pat Green,song,Country,Let Me
"""Weird Al"" Yankovic",song,Comedy,"Ebay (Parody of ""I Want It That Way"" By the Backstreet Boys)"
Chris Stapleton,song,Country,Old Friends
Slipknot,song,Metal,Skeptic
Vince DiCola,song,Soundtrack,Training Montage
Brandyn H*Wood Bordeaux,song,Pop,Could It Be You (Punk Rock Chick)
Three 6 Mafia,song,Hip-Hop/Rap,"Lolli Lolli (Pop That Body) [feat. Project Pat, Young D & SuperPower]"
Benny Mardones,song,Pop,Into the Night
Eminem,song,Hip-Hop/Rap,Never Love Again
Nas,song,Hip-Hop/Rap,The World Is Yours
Green Day,song,Alternative,Peacemaker
Backstreet Boys,song,Pop,Shape of My Heart
Hootie & The Blowfish,song,Pop,Only Lonely
XXXTENTACION,song,Hip-Hop/Rap,Everybody Dies In Their Nightmares
Cole Swindell,song,Country,Remember Boys
Ariana Grande,song,Pop,imagine
Led Zeppelin,song,Rock,Kashmir
Elvis Presley,song,Rock,Wooden Heart
Trans-Siberian Orchestra,song,Holiday,An Angel Returned
Five for Fighting,song,Pop,The Riddle
The Four Seasons,song,Pop,"December, 1963 (Oh, What a Night)"
Meghan Trainor,song,Pop,Woman Up
Faith Hill,song,Country,Wild One
Jawsh 685 x Jason Derulo,song,Pop,Savage Love (Laxed - Siren Beat)
Keith Urban,song,Country,Coming Home (feat. Julia Michaels)
Bring Me The Horizon,song,Hard Rock,Follow You
Jack White,song,Alternative,Just One Drink
Doja Cat,song,R&B/Soul,Say So
Miranda Lambert,song,Country,Dear Old Sun
Andy Williams,song,Christmas: Classic,Happy Holiday / The Holiday Season
Elvis Presley,song,Rock,A Big Hunk O' Love
Taylor Swift,song,Alternative,marjorie
Glee Cast,song,Pop,Baby (Glee Cast Version)
Miranda Lambert,song,Country,Smoking Jacket
Stone Temple Pilots,song,Rock,Days of the Week
Eric Church,song,Country,Keep On
Kid Rock,song,Hard Rock,The Mirror
Stevie Ray Vaughan & Double Trouble,song,Rock,Tin Pan Alley (aka Roughest Place In Town)
Blake Shelton,song,Country,A Girl
Fifth Harmony,song,Pop,Brave Honest Beautiful (feat. Meghan Trainor)
"2005 Motion Picture Cast of ""Rent""",song,Musicals,"Seasons of Love (From the Motion Picture ""Rent"")"
Led Zeppelin,song,Rock,What Is and What Should Never Be
alt-J,song,Alternative,Arrival In Nara
Blue Öyster Cult,song,Rock,(Don't Fear) The Reaper
KONGOS,song,Alternative,I'm Only Joking
Miranda Lambert,song,Country,Good Ol' Days
Shinedown,song,Hard Rock,For My Sake
Tim McGraw,song,Country,It's Your Love (feat. Faith Hill)
Taylor Swift,song,Country,That’s When (Taylor’s Version) [From The Vault] [feat. Keith Urban]
Stevie Ray Vaughan & Double Trouble,song,Rock,Lenny
Moving Pictures,song,Soundtrack,Never
Ying Yang Twins & Pitbull,song,Hip-Hop/Rap,Shake
Josh Groban,song,Pop,"All I Ask of You (Duet with Kelly Clarkson) [From ""The Phantom of the Opera""]"
Kid Rock,song,Hard Rock,Chickens In the Pen
Eric Benét,song,R&B/Soul,Spend My Life With You
Hootie & The Blowfish,song,Pop,Tucker's Town
Lady A,song,Country,American Honey
Elvis Presley,song,Rock,Bossa Nova Baby
Bethel Music & Jenn Johnson,song,Christian,Heaven Come
Lupe Fiasco,song,Hip-Hop/Rap,Till I Get There
Jake Owen,song,Country,Wide Awake
Brandi Carlile,song,Singer/Songwriter,Cannonball
Miranda Lambert,song,Country,Good Ol' Days
Shinedown,song,Hard Rock,For My Sake
Tim McGraw,song,Country,It's Your Love (feat. Faith Hill)
Taylor Swift,song,Country,That’s When (Taylor’s Version) [From The Vault] [feat. Keith Urban]
Moving Pictures,song,Soundtrack,Never
Stevie Ray Vaughan & Double Trouble,song,Rock,Lenny
Ying Yang Twins & Pitbull,song,Hip-Hop/Rap,Shake
Josh Groban,song,Pop,"All I Ask of You (Duet with Kelly Clarkson) [From ""The Phantom of the Opera""]"
Eric Benét,song,R&B/Soul,Spend My Life With You
Kid Rock,song,Hard Rock,Chickens In the Pen
Lady A,song,Country,American Honey
Hootie & The Blowfish,song,Pop,Tucker's Town
Elvis Presley,song,Rock,Bossa Nova Baby
Bethel Music & Jenn Johnson,song,Christian,Heaven Come
Lupe Fiasco,song,Hip-Hop/Rap,Till I Get There
Jake Owen,song,Country,Wide Awake
Brandi Carlile,song,Singer/Songwriter,Cannonball
Elevation Worship,song,Christian,Do It Again
Marsha Ambrosius,song,R&B/Soul,Late Nights & Early Mornings
Hal Ketchum,song,Country,Small Town Saturday Night
Miguel,song,R&B/Soul,Coffee
Waylon Jennings,song,Country,I Ain't Living Long Like This
The Box Tops,song,Rock,The Letter
Stevie Ray Vaughan & Double Trouble,song,Rock,Superstition
Eagles,song,Rock,Life In the Fast Lane
Peter Cetera & Amy Grant,song,Rock,The Next Time I Fall
Young the Giant,song,Alternative,Strings
Anita Baker,song,R&B/Soul,Caught Up In the Rapture (Single Version)
Chris Stapleton,song,Country,Whiskey Sunrise
Brandi Carlile,song,Singer/Songwriter,Losing Heart
Shalamar,song,Soundtrack,Dancing In the Sheets
Kelly Clarkson,song,Pop,I Don't Think About You
Third Eye Blind,song,Alternative,Graduate
Blake Shelton,song,Country,Good Country Song
Boz Scaggs,song,Pop,Look What You've Done to Me
Elvis Presley,song,Rock,Polk Salad Annie
Lil Wyte,song,Hip-Hop/Rap,Oxy Cotton (feat. Lord Infamous & Crunchy Black)
Miranda Lambert,song,Country,Down
Ke$ha,song,Pop,"Sleazy (Remix 2.0) - Get Sleazier [feat. Lil Wayne, Wiz Khalifa, T.I. & André 3000]"
Kenny Chesney,song,Country,Don't It
Kelly Clarkson,song,Pop,Miss Independent
Eminem,song,Hip-Hop/Rap,Farewell
Gnarls Barkley,song,Alternative,Storm Coming
"Victorious Cast, Victoria Justice & iCarly",song,Pop,Leave It All to Shine
Olivia Rodrigo,song,Pop,enough for you
Halsey,song,Alternative,Nightmare
The Chicks,song,Country,I'll Take Care of You
Bruce Springsteen,song,Rock,Rosalita (Come Out Tonight)
Kenny Chesney,song,Country,Because of Your Love
Miranda Lambert,song,Country,You Wouldn't Know Me
Tom Petty,song,Rock,Wildflowers
Kenny Chesney,song,Country,The Big Revival
Leona Lewis,song,Hard Rock,You Bring Me Down (Bonus Track)
AC/DC,song,Hard Rock,Big Balls
Taylor Swift,song,Alternative,tolerate it
Santana,song,Rock,Everybody's Everything
Calvin Harris & Alesso,song,Dance,Under Control (feat. Hurts)
Backstreet Boys,song,Pop,Larger Than Life
Van Halen,song,Hard Rock,Runnin' with the Devil
Kenny Chesney,song,Country,I'm a Small Town
Cody Johnson,song,Country,Me and My Kind
Paul Wall,song,Hip-Hop/Rap,Girl
Lee Brice,song,Country,Beautiful Every Time
Eminem,song,Hip-Hop/Rap,"Yah Yah (feat. Royce da 5'9"", Black Thought, Q-Tip & Denaun)"
Theory of a Deadman,song,Rock,Hurricane
Pretenders,song,Rock,Don't Get Me Wrong
Miranda Lambert,song,Country,For the Birds
Michael Park & Ben Platt,song,Soundtrack,To Break in a Glove
Hootie & The Blowfish,song,Pop,Old Man and Me
Regina Spektor,song,Alternative,That Time
Tom Petty & The Heartbreakers,song,Rock,American Girl
Michael Jackson,song,Pop,Slave to the Rhythm
Eminem,song,Hip-Hop/Rap,Premonition
Clay Walker,song,Country,This Woman and This Man
Nine Inch Nails,song,Alternative,Came Back Haunted
Eminem,song,Hip-Hop/Rap,Stepdad
The Blues Brothers,song,Soundtrack,Everybody Needs Somebody to Love
A Great Big World,song,Pop,This Is the New Year
Madonna,song,Pop,True Blue
Sean Paul,song,Pop,So Fine
The Association,song,Rock,Never My Love
Dropkick Murphys,song,Alternative,Rose Tattoo
Joe Diffie,song,Country,Prop Me Up Beside the Jukebox (If I Die)
Shakira,song,Pop,Lo Hecho Está Hecho
The Glitch Mob,song,Electronic,We Swarm
The Byrds,song,Rock,Mr. Tambourine Man
Chris Stapleton,song,Country,Broken Halos
Jerry Douglas,song,Country,The Boxer (feat. Mumford & Sons & Paul Simon)
Taylor Swift,song,Pop,Everything Has Changed (Taylor's Version) [feat. Ed Sheeran]
Solomon Burke,song,R&B/Soul,Cry to Me
Quad City DJ's,song,Hip-Hop/Rap,C'mon n' Ride It (The Train)
Alan Jackson,song,Country,Ring of Fire
Red Hot Chili Peppers,song,Alternative,Suck My Kiss
Taylor Swift,song,Pop,Look What You Made Me Do
Regina Spektor,song,Alternative,Après Moi
Empire Cast,song,Pop,I Wanna Love You (feat. Jussie Smollett)
The Beach Boys,song,Rock,Surfer Girl
Måneskin,song,Pop,Beggin'
Eminem,song,Hip-Hop/Rap,"I Will (feat. KXNG Crooked, Royce da 5'9"" & Joell Ortiz)"
Empire Cast,song,Pop,Keep Your Money (feat. Jussie Smollett)
Rebelution,song,Reggae,Safe and Sound
Afrika Bambaataa,song,Electronic,Don't Stop...Planet Rock (Original Vocal Version)
J. Cole,song,Hip-Hop/Rap,MIDDLE CHILD
Olivia Rodrigo,song,Pop,"1 step forward, 3 steps back"
Taylor Swift,song,Country,Breathe (Taylor’s Version) [feat. Colbie Caillat]
alt-J,song,Alternative,Leaving Nara
Finatticz,song,Hip-Hop/Rap,Don't Drop That Thun Thun
Paris Hilton,song,Pop,Nothing In This World
Yo Gotti,song,Hip-Hop/Rap,"5 Star (Remix) [feat. Gucci Mane, Trina & Nickie Minaj]"
3OH!3,song,Alternative,Chokechain
Modest Mouse,song,Alternative,We've Got Everything
Kelly Clarkson,song,Pop,Never Enough
Miranda Lambert,song,Country,Covered Wagon
3OH!3,song,Alternative,Colorado Sunrise
Bethel Music & Amanda Cook,song,Christian,You Don't Miss a Thing
The National,song,Alternative,Graceless
LINKIN PARK,song,Hard Rock,What I've Done
3OH!3,song,Alternative,Holler Til You Pass Out
Aventura,song,Música tropical,Mi Corazoncito
Carrie Underwood,song,Pop,I Just Can't Live a Lie
3OH!3,song,Alternative,Photofinnish
alt-J,song,Alternative,Choice Kingdom
Kid Rock,song,Hard Rock,God Save Rock 'N Roll
Russ,song,Hip-Hop/Rap,Losin Control
Romeo Santos,song,Música tropical,La Diabla
My Chemical Romance,song,Soundtrack,Desolation Row
Kevin Gates,song,Hip-Hop/Rap,Break the Bitch Down (feat. K. Camp)
Harry Styles,song,Pop,Golden
Chris Stapleton,song,Country,Worry B Gone
Yaz,song,Pop,Don't Go
Zapp & Roger,song,R&B/Soul,I Want to Be Your Man
Ariana Grande,song,Pop,sweetener
The Smashing Pumpkins,song,Hard Rock,"Tonight, Tonight"
Destiny's Child,song,R&B/Soul,Survivor
Michael Ray,song,Country,Kiss You In the Morning
Freak Nasty,song,Hip-Hop/Rap,Da' Dip (Original)
Britney Spears,song,Pop,(You Drive Me) Crazy
Christina Perri,song,Pop,Be My Forever (feat. Ed Sheeran)
Bon Iver,song,Alternative,Skinny Love
Miranda Lambert,song,Country,Six Degrees of Separation
Alan Jackson,song,Country,I'll Try
Halestorm,song,Hard Rock,You Call Me a Bitch Like It's a Bad Thing
HAIM,song,Alternative,Let Me Go
Taylor Swift,song,Country,Don’t You (Taylor’s Version) [From The Vault]
Green Day,song,Alternative,Another State of Mind (Bonus Track)
Regina Spektor,song,Alternative,Fidelity
Simon & Garfunkel,song,Pop,Mrs. Robinson
Lindsey Stirling,song,Electronic,Moon Trance
Stephanie Beatriz,song,Musicals,Waiting On A Miracle
Hans Zimmer,song,Soundtrack,528491
